,Survey Year,SalaryUSD,PostalCode,EmploymentStatus,JobTitle,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,Gender,OtherJobDuties
3131,2018,300000.0,210,"Independent consultant, contractor, freelancer,  or company owner",Manager,12,Not Asked,1,Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3132,2018,136500.0,840,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",11,Not Asked,1,Male,
3133,2018,117000.0,19335,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,1,Male,Developer: T-SQL
3135,2018,95000.0,49508,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,1,Male,"Architect, Engineer"
3136,2018,116000.0,42303,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),17,Not Asked,1,Female,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
3137,2018,113000.0,76244,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,Not Asked,None,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
3138,2018,68000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",3,Not Asked,2,Male,Engineer
3139,2018,120000.0,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,None,Male,"Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3140,2018,110000.0,850,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,5,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)"
3141,2018,80000.0,6095,Full time employee,Analyst,15,Not Asked,1,Male,"Developer: App code (C#, JS, etc), Developer: T-SQL"
3142,2018,168000.0,92336,Full time employee,Architect,6,Not Asked,1,Female,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
3143,2018,132387.0,98502,Full time employee,Engineer,3,Not Asked,2,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
3144,2018,88000.0,6032,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),7,Not Asked,More than 5,Male,
3145,2018,125000.0,37206,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",0,Not Asked,1,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Engineer"
3147,2018,95000.0,68512,Full time employee,"Developer: App code (C#, JS, etc)",10,Not Asked,1,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Engineer"
3148,2018,86000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",4,Not Asked,2,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
3149,2018,65000.0,19,Full time employee,Analyst,6,Not Asked,2,Male,Developer: T-SQL
3150,2018,104000.0,16150,Full time employee,Manager,1,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
3152,2018,117031.0,27262,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",15,Not Asked,None,Female,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL"
3153,2018,100000.0,63043,Full time employee,Developer: T-SQL,2,Not Asked,None,Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)"
3154,2018,106000.0,,Full time employee of a consulting/contracting company,Engineer,2,Not Asked,More than 5,Male,"Data Scientist, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer"
3155,2018,75000.0,45211,Full time employee,"Developer: App code (C#, JS, etc)",2,Not Asked,2,Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL, Engineer"
3156,2018,131700.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",28,Not Asked,1,Female,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc)"
3157,2018,101000.0,66214,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,3,Male,"Architect, Developer: T-SQL"
3158,2018,87000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",7,Not Asked,1,Male,
3159,2018,81600.0,,"Independent consultant, contractor, freelancer,  or company owner",DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,More than 5,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
3163,2018,135000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",22,Not Asked,1,Male,"Architect, Developer: T-SQL"
3164,2018,70000.0,1752,Full time employee,Developer: T-SQL,4,Not Asked,1,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)"
3166,2018,100000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,Not Asked,2,Male,
3167,2018,124000.0,21228,Full time employee,Manager,5,Not Asked,None,Male,"Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3168,2018,95000.0,20724,Full time employee,Developer: T-SQL,2,Not Asked,4,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
3169,2018,135000.0,,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",2,Not Asked,3,Male,
3170,2018,95000.0,32801,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
3171,2018,132000.0,73102,Full time employee,Architect,7,Not Asked,None,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3173,2018,100000.0,55369,Full time employee,Developer: T-SQL,3,Not Asked,2,Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Manager"
3175,2018,115000.0,58103,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,None,Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL"
3176,2018,132000.0,77316,Full time employee,Manager,7,Not Asked,1,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL, Manager"
3177,2018,120000.0,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,None,Male,"Architect, Developer: App code (C#, JS, etc), Developer: T-SQL, Manager"
3181,2018,110000.0,44221,Full time employee,Manager,3,Not Asked,None,Male,"Analyst, Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3182,2018,153000.0,92128,Full time employee,Developer: T-SQL,5,Not Asked,None,Male,Architect
3183,2018,122000.0,64119,Full time employee,Manager,0,Not Asked,None,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)"
3184,2018,160000.0,2109,Full time employee,Architect,5,Not Asked,2,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc)"
3186,2018,89750.0,44143,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),18,Not Asked,1,Male,
3187,2018,205000.0,98034,Full time employee,Engineer,7,Not Asked,None,Female,"Analyst, DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Engineer"
3188,2018,100000.0,55118,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",1,Not Asked,1,Male,Developer: T-SQL
3189,2018,140000.0,30328,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",3,Not Asked,3,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
3191,2018,80000.0,16801,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),17,Not Asked,None,Male,Developer: T-SQL
3192,2018,155000.0,66061,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
3193,2018,180000.0,6492,Full time employee,Manager,20,Not Asked,1,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager"
3194,2018,50000.0,49684,Full time employee,"Developer: App code (C#, JS, etc)",3,Not Asked,1,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
3195,2018,108000.0,99645,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",12,Not Asked,None,Male,Architect
3196,2018,111000.0,,Full time employee,Architect,7,Not Asked,1,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3197,2018,90000.0,,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",9,Not Asked,More than 5,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Engineer"
3198,2018,195000.0,22206,Full time employee,Architect,3,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
3199,2018,150000.0,,Full time employee,Architect,20,Not Asked,None,Male,"Developer: App code (C#, JS, etc)"
3201,2018,75000.0,46222,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",2,Not Asked,2,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
3204,2018,148000.0,97124,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",10,Not Asked,3,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL"
3205,2018,101000.0,30328,Full time employee,Manager,2,Not Asked,None,Male,"Analyst, Developer: Business Intelligence (SSRS, PowerBI, etc)"
3207,2018,106000.0,50023,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",0,Not Asked,2,Male,Analyst
3209,2018,106000.0,92127,Full time employee,"Developer: App code (C#, JS, etc)",5,Not Asked,4,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
3210,2018,120000.0,87110,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",3,Not Asked,None,Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Engineer"
3211,2018,99500.0,45440,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),7,Not Asked,More than 5,Male,Architect
3212,2018,96000.0,74014,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",20,Not Asked,None,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
3213,2018,135000.0,46530,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,Not Asked,None,Male,Manager
3215,2018,100000.0,32207,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",6,Not Asked,4,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
3216,2018,90000.0,60016,Full time employee,Developer: T-SQL,9,Not Asked,1,Male,"Analyst, Developer: App code (C#, JS, etc)"
3217,2018,98000.0,56303,Full time employee,"Developer: App code (C#, JS, etc)",25,Not Asked,5,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
